Id,Hero,Power
2681,Jessica Jones,Super Speed
2682,Jessica Jones,Telepathy Resistance
2683,Jim Powell,Durability
2684,Jim Powell,Super Strength
2685,Jim Powell,Jump
2686,Johann Krauss,Telepathy
2687,Johann Krauss,Self-Sustenance
2688,John Constantine,Accelerated Healing
2689,John Constantine,Magic
2690,John Constantine,Summoning
2691,John Constantine,Illusions
2692,John Constantine,Telepathy Resistance
2693,John Stewart,Lantern Power Ring
2694,John Stewart,Durability
2695,John Stewart,Flight
2696,John Stewart,Marksmanship
2697,John Stewart,Weapons Master
2698,John Stewart,Intelligence
2699,John Stewart,Super Strength
2700,John Stewart,Energy Armor
2701,John Stewart,Energy Blasts
2702,John Stewart,Super Speed
2703,John Stewart,Energy Beams
2704,John Stewart,Energy Constructs
2705,John Stewart,Force Fields
2706,John Stewart,Energy Manipulation
2707,John Wraith,Longevity
2708,John Wraith,Teleportation
2709,John Wraith,Psionic Powers
2710,Joker,Durability
2711,Joker,Stealth
2712,Joker,Marksmanship
2713,Joker,Weapons Master
2714,Joker,Intelligence
2715,Joker,Stamina
2716,Joker,Insanity
2717,Joker,Toxin and Disease Resistance
2718,Jolt,Super Strength
2719,Jolt,Energy Blasts
2720,Jolt,Super Speed
2721,Jolt,Reflexes
2722,Jubilee,Energy Absorption
2723,Jubilee,Energy Blasts
2724,Jubilee,Energy Manipulation
2725,Judge Dredd,Agility
2726,Judge Dredd,Marksmanship
2727,Judge Dredd,Weapons Master
2728,Judge Dredd,Stamina
2729,Judge Dredd,Weapon-based Powers
2730,Judge Dredd,Peak Human Condition
2731,Judge Dredd,Reflexes
2732,Judge Dredd,Enhanced Sight
2733,Judge Dredd,Vision - Telescopic
2734,Judge Dredd,Vision - Night
2735,Juggernaut,Accelerated Healing
2736,Juggernaut,Durability
2737,Juggernaut,Super Strength
2738,Juggernaut,Stamina
2739,Juggernaut,Super Speed
2740,Juggernaut,Invulnerability
2741,Juggernaut,Force Fields
2742,Juggernaut,Self-Sustenance
2743,Juggernaut,Toxin and Disease Resistance
2744,Junkpile,Durability
2745,Junkpile,Super Strength
2746,Junkpile,Stamina
2747,Junkpile,Telekinesis
2748,Junkpile,Invulnerability
2749,Junkpile,Regeneration
2750,Junkpile,Magnetism
2751,Justice,Flight
2752,Justice,Energy Blasts
2753,Justice,Super Speed
2754,Justice,Telekinesis
2755,Justice,Force Fields
2756,Justice,Psionic Powers
2757,K-2SO,Durability
2758,K-2SO,Marksmanship
2759,K-2SO,Stamina
2760,K-2SO,Natural Armor
2761,Kang,Durability
2762,Kang,Longevity
2763,Kang,Super Strength
2764,Kang,Energy Blasts
2765,Kang,Electrokinesis
2766,Kang,Force Fields
2767,Kang,Anti-Gravity
2768,Kang,Levitation
2769,Kang,Time Travel
2770,Karate Kid,Agility
2771,Karate Kid,Stealth
2772,Karate Kid,Flight
2773,Karate Kid,Weapons Master
2774,Karate Kid,Intelligence
2775,Karate Kid,Super Strength
2776,Karate Kid,Super Speed
2777,Karate Kid,Reflexes
2778,Karate Kid,Mind Control Resistance
2779,Kathryn Janeway,Intelligence
2780,Katniss Everdeen,Agility
2781,Katniss Everdeen,Stealth
2782,Katniss Everdeen,Marksmanship
2783,Katniss Everdeen,Weapons Master
2784,Katniss Everdeen,Stamina
2785,Katniss Everdeen,Reflexes
2786,Kevin 11,Agility
2787,Kevin 11,Accelerated Healing
2788,Kevin 11,Energy Absorption
2789,Kevin 11,Flight
2790,Kevin 11,Super Strength
2791,Kevin 11,Density Control
2792,Kevin 11,Stamina
2793,Kevin 11,Super Speed
2794,Kevin 11,Shapeshifting
2795,Kevin 11,Power Absorption
2796,Kevin 11,Molecular Manipulation
2797,Kevin 11,Matter Absorption
2798,Kick-Ass,Agility
2799,Kick-Ass,Durability
2800,Kick-Ass,Stamina
2801,Kick-Ass,Weapon-based Powers
2802,Kid Flash,Accelerated Healing
2803,Kid Flash,Super Speed
2804,Killer Croc,Agility
2805,Killer Croc,Accelerated Healing
2806,Killer Croc,Durability
2807,Killer Croc,Super Strength
2808,Killer Croc,Stamina
2809,Killer Croc,Super Speed
2810,Killer Croc,Enhanced Senses
2811,Killer Croc,Reflexes
2812,Killer Croc,Enhanced Hearing
2813,Killer Croc,Natural Armor
2814,Killer Croc,Natural Weapons
2815,Killer Croc,Enhanced Smell
2816,Killer Croc,Sub-Mariner
2817,Killer Frost,Cold Resistance
2818,Killer Frost,Durability
2819,Killer Frost,Energy Absorption
2820,Killer Frost,Cryokinesis
2821,Killer Frost,Natural Weapons
2822,Killer Frost,Super Breath
2823,Kilowog,Accelerated Healing
2824,Kilowog,Lantern Power Ring
2825,Kilowog,Durability
2826,Kilowog,Underwater breathing
2827,Kilowog,Super Strength
2828,Kilowog,Telepathy
2829,Kilowog,Stamina
2830,King Kong,Agility
2831,King Kong,Durability
2832,King Kong,Stealth
2833,King Kong,Longevity
2834,King Kong,Super Strength
2835,King Kong,Stamina
2836,King Kong,Super Speed
2837,King Kong,Jump
2838,King Kong,Reflexes
2839,King Kong,Enhanced Hearing
2840,King Kong,Natural Weapons
2841,King Kong,Enhanced Smell
2842,King Shark,Cold Resistance
2843,King Shark,Durability
2844,King Shark,Stealth
2845,King Shark,Underwater breathing
2846,King Shark,Animal Attributes
2847,King Shark,Longevity
2848,King Shark,Super Strength
2849,King Shark,Stamina
2850,King Shark,Super Speed
2851,King Shark,Animal Oriented Powers
2852,King Shark,Invulnerability
2853,King Shark,Natural Armor
2854,King Shark,Enhanced Sight
2855,King Shark,Regeneration
2856,King Shark,Natural Weapons
2857,King Shark,Enhanced Smell
2858,King Shark,Sub-Mariner
2859,King Shark,Radar Sense
2860,Klaw,Durability
2861,Klaw,Super Strength
2862,Klaw,Energy Blasts
2863,Klaw,Audio Control
2864,Klaw,Invulnerability
2865,Klaw,Self-Sustenance
2866,Klaw,Telepathy Resistance
2867,Kool-Aid Man,Durability
2868,Kool-Aid Man,Thirstokinesis
2869,Kraven II,Agility
2870,Kraven II,Accelerated Healing
2871,Kraven II,Super Strength
2872,Kraven II,Stamina
2873,Kraven II,Super Speed
2874,Kraven II,Animal Oriented Powers
2875,Kraven II,Enhanced Senses
2876,Kraven the Hunter,Agility
2877,Kraven the Hunter,Longevity
2878,Kraven the Hunter,Super Strength
2879,Kraven the Hunter,Stamina
2880,Kraven the Hunter,Super Speed
2881,Kraven the Hunter,Reflexes
2882,Krypto,Accelerated Healing
2883,Krypto,Flight
2884,Krypto,Super Strength
2885,Krypto,Stamina
2886,Krypto,Super Speed
2887,Krypto,Animal Oriented Powers
2888,Krypto,Invulnerability
2889,Krypto,Enhanced Hearing
2890,Krypto,Vision - Telescopic
2891,Krypto,Vision - Microscopic
2892,Krypto,Super Breath
2893,Krypto,Vision - Infrared
2894,Krypto,Vision - Heat
2895,Krypto,Vision - X-Ray
2896,Kyle Rayner,Lantern Power Ring
2897,Kyle Rayner,Flight
2898,Kyle Rayner,Marksmanship
2899,Kyle Rayner,Super Strength
2900,Kyle Rayner,Energy Blasts
2901,Kyle Rayner,Super Speed
2902,Kyle Rayner,Energy Beams
2903,Kyle Rayner,Energy Constructs
2904,Kyle Rayner,Force Fields
2905,Kyle Rayner,Empathy
2906,Kyle Rayner,Energy Manipulation
2907,Kyle Rayner,Omnilingualism
2908,Kylo Ren,Agility
2909,Kylo Ren,Accelerated Healing
2910,Kylo Ren,Durability
2911,Kylo Ren,Stealth
2912,Kylo Ren,Danger Sense
2913,Kylo Ren,Marksmanship
2914,Kylo Ren,Weapons Master
2915,Kylo Ren,Intelligence
2916,Kylo Ren,Super Strength
2917,Kylo Ren,Telepathy
2918,Kylo Ren,Energy Blasts
2919,Kylo Ren,Super Speed
2920,Kylo Ren,Enhanced Senses
2921,Kylo Ren,Telekinesis
2922,Kylo Ren,Jump
2923,Kylo Ren,Reflexes
2924,Kylo Ren,Force Fields
2925,Kylo Ren,Psionic Powers
2926,Kylo Ren,Precognition
2927,Kylo Ren,Hypnokinesis
2928,Kylo Ren,Light Control
2929,Kylo Ren,Illusions
2930,Kylo Ren,The Force
2931,Lady Bullseye,Marksmanship
2932,Lady Deathstrike,Agility
2933,Lady Deathstrike,Accelerated Healing
2934,Lady Deathstrike,Durability
2935,Lady Deathstrike,Stealth
2936,Lady Deathstrike,Intelligence
2937,Lady Deathstrike,Super Strength
2938,Lady Deathstrike,Stamina
2939,Lady Deathstrike,Super Speed
2940,Lady Deathstrike,Reflexes
2941,Lady Deathstrike,Technopath/Cyberpath
2942,Lady Deathstrike,Natural Weapons
2943,Leader,Intelligence
2944,Leader,Telepathy
2945,Leader,Telekinesis
2946,Leech,Power Nullifier
2947,Legion,Agility
2948,Legion,Accelerated Healing
2949,Legion,Stealth
2950,Legion,Flight
2951,Legion,Super Strength
2952,Legion,Telepathy
2953,Legion,Duplication
2954,Legion,Stamina
2955,Legion,Super Speed
2956,Legion,Animal Oriented Powers
2957,Legion,Teleportation
2958,Legion,Telekinesis
2959,Legion,Shapeshifting
2960,Legion,Astral Projection
2961,Legion,Fire Control
2962,Legion,Force Fields
2963,Legion,Power Nullifier
2964,Legion,Psionic Powers
2965,Legion,Power Absorption
2966,Legion,Molecular Manipulation
2967,Legion,Adaptation
2968,Legion,Mind Blast
2969,Legion,Levitation
2970,Legion,Time Travel
2971,Legion,Time Manipulation
2972,Legion,Reality Warping
2973,Leonardo,Agility
2974,Leonardo,Accelerated Healing
2975,Leonardo,Stealth
2976,Leonardo,Marksmanship
2977,Leonardo,Weapons Master
2978,Leonardo,Stamina
2979,Leonardo,Jump
2980,Leonardo,Reflexes
2981,Leonardo,Natural Armor
2982,Leonardo,Sub-Mariner
2983,Lex Luthor,Durability
2984,Lex Luthor,Flight
2985,Lex Luthor,Weapons Master
2986,Lex Luthor,Intelligence
2987,Lex Luthor,Super Strength
2988,Lex Luthor,Energy Blasts
2989,Lex Luthor,Energy Beams
2990,Lex Luthor,Energy Constructs
2991,Lex Luthor,Force Fields
2992,Lex Luthor,Power Suit
2993,Light Lass,Flight
2994,Light Lass,Electrokinesis
2995,Light Lass,Gravity Control
2996,Lightning Lad,Electrokinesis
2997,Lightning Lord,Energy Absorption
2998,Lightning Lord,Electrokinesis
2999,Living Brain,Durability
3000,Living Brain,Flight
3001,Living Brain,Intelligence
3002,Living Brain,Super Strength
3003,Living Tribunal,Agility
3004,Living Tribunal,Accelerated Healing
3005,Living Tribunal,Dimensional Awareness
3006,Living Tribunal,Stealth
3007,Living Tribunal,Energy Absorption
3008,Living Tribunal,Flight
3009,Living Tribunal,Intelligence
3010,Living Tribunal,Super Strength
3011,Living Tribunal,Telepathy
3012,Living Tribunal,Energy Blasts
3013,Living Tribunal,Size Changing
3014,Living Tribunal,Super Speed
3015,Living Tribunal,Death Touch
3016,Living Tribunal,Telekinesis
3017,Living Tribunal,Energy Beams
3018,Living Tribunal,Dimensional Travel
3019,Living Tribunal,Immortality
3020,Living Tribunal,Astral Projection
3021,Living Tribunal,Fire Control
3022,Living Tribunal,Invulnerability
3023,Living Tribunal,Energy Constructs
3024,Living Tribunal,Force Fields
3025,Living Tribunal,Probability Manipulation
3026,Living Tribunal,Gravity Control
3027,Living Tribunal,Light Control
3028,Living Tribunal,Energy Manipulation
3029,Living Tribunal,Time Travel
3030,Living Tribunal,Illusions
3031,Living Tribunal,Omnipotent
3032,Living Tribunal,Energy Resistance
3033,Living Tribunal,Magnetism
3034,Living Tribunal,Time Manipulation
3035,Living Tribunal,Invisibility
3036,Living Tribunal,Matter Absorption
3037,Living Tribunal,Reality Warping
3038,Liz Sherman,Fire Control
3039,Lizard,Durability
3040,Lizard,Animal Attributes
3041,Lizard,Super Strength
3042,Lizard,Telepathy
3043,Lizard,Stamina
3044,Lizard,Super Speed
3045,Lizard,Animal Oriented Powers
3046,Lizard,Enhanced Senses
3047,Lizard,Jump
3048,Lizard,Reflexes
3049,Lizard,Natural Armor
3050,Lizard,Regeneration
3051,Lizard,Natural Weapons
3052,Lizard,Wallcrawling
3053,Lobo,Durability
3054,Lobo,Longevity
3055,Lobo,Intelligence
3056,Lobo,Super Strength
3057,Lobo,Duplication
3058,Lobo,Stamina
3059,Lobo,Enhanced Senses
3060,Lobo,Immortality
3061,Lobo,Invulnerability
3062,Lobo,Self-Sustenance
3063,Lobo,Regeneration
3064,Lobo,Toxin and Disease Resistance
3065,Lobo,Omnilingualism
3066,Loki,Accelerated Healing
3067,Loki,Durability
3068,Loki,Flight
3069,Loki,Longevity
3070,Loki,Intelligence
3071,Loki,Super Strength
3072,Loki,Stamina
3073,Loki,Energy Beams
3074,Loki,Magic
3075,Loki,Shapeshifting
3076,Loki,Psionic Powers
3077,Loki,Toxin and Disease Resistance
3078,Loki,Omnilingualism
3079,Loki,Portal Creation
3080,Longshot,Agility
3081,Longshot,Telepathy
3082,Longshot,Stamina
3083,Longshot,Super Speed
3084,Longshot,Reflexes
3085,Longshot,Psionic Powers
3086,Longshot,Probability Manipulation
3087,Luke Cage,Accelerated Healing
3088,Luke Cage,Durability
3089,Luke Cage,Super Strength
3090,Luke Cage,Stamina
3091,Luke Cage,Jump
3092,Luke Cage,Invulnerability
3093,Luke Campbell,Radiation Control
3094,Luke Skywalker,Agility
3095,Luke Skywalker,Accelerated Healing
3096,Luke Skywalker,Stealth
3097,Luke Skywalker,Danger Sense
3098,Luke Skywalker,Marksmanship
3099,Luke Skywalker,Weapons Master
3100,Luke Skywalker,Intelligence
3101,Luke Skywalker,Telepathy
3102,Luke Skywalker,Energy Blasts
3103,Luke Skywalker,Super Speed
3104,Luke Skywalker,Enhanced Senses
3105,Luke Skywalker,Telekinesis
3106,Luke Skywalker,Jump
3107,Luke Skywalker,Astral Projection
3108,Luke Skywalker,Reflexes
3109,Luke Skywalker,Force Fields
3110,Luke Skywalker,Empathy
3111,Luke Skywalker,Psionic Powers
3112,Luke Skywalker,Precognition
3113,Luke Skywalker,Enhanced Hearing
3114,Luke Skywalker,Hypnokinesis
3115,Luke Skywalker,Light Control
3116,Luke Skywalker,Illusions
3117,Luke Skywalker,Cloaking
3118,Luke Skywalker,The Force
3119,Luna,Psionic Powers
3120,Lyja,Energy Blasts
3121,Lyja,Size Changing
3122,Lyja,Shapeshifting
3123,MODOK,Agility
3124,MODOK,Flight
3125,MODOK,Weapons Master
3126,MODOK,Longevity
3127,MODOK,Intelligence
3128,MODOK,Telepathy
3129,MODOK,Energy Blasts
3130,MODOK,Telekinesis
3131,MODOK,Force Fields
3132,MODOK,Empathy
3133,MODOK,Psionic Powers
3134,MODOK,Technopath/Cyberpath
3135,MODOK,Heat Generation
3136,MODOK,Levitation
3137,MODOK,Illusions
3138,Mach-IV,Durability
3139,Mach-IV,Flight
3140,Mach-IV,Super Strength
3141,Mach-IV,Super Speed
3142,Mach-IV,Weapon-based Powers
3143,Machine Man,Durability
3144,Machine Man,Flight
3145,Machine Man,Super Strength
3146,Machine Man,Stamina
3147,Machine Man,Weapon-based Powers
3148,Magneto,Durability
3149,Magneto,Flight
3150,Magneto,Intelligence
3151,Magneto,Super Strength
3152,Magneto,Stamina
3153,Magneto,Enhanced Senses
3154,Magneto,Energy Beams
3155,Magneto,Force Fields
3156,Magneto,Telepathy Resistance
3157,Magneto,Magnetism
3158,Magog,Durability
3159,Magog,Super Strength
3160,Magog,Energy Blasts
3161,Magog,Energy Beams
3162,Magus,Energy Absorption
3163,Magus,Flight
3164,Magus,Super Strength
3165,Magus,Size Changing
3166,Magus,Electrokinesis
3167,Magus,Shapeshifting
3168,Magus,Immortality
3169,Magus,Elasticity
3170,Magus,Technopath/Cyberpath
3171,Magus,Omnilingualism
3172,Man of Miracles,Accelerated Healing
3173,Man of Miracles,Dimensional Awareness
3174,Man of Miracles,Energy Absorption
3175,Man of Miracles,Danger Sense
3176,Man of Miracles,Longevity
3177,Man of Miracles,Intelligence
3178,Man of Miracles,Super Strength
3179,Man of Miracles,Telepathy
3180,Man of Miracles,Super Speed
3181,Man of Miracles,Teleportation
3182,Man of Miracles,Telekinesis
3183,Man of Miracles,Magic
3184,Man of Miracles,Immortality
3185,Man of Miracles,Element Control
3186,Man of Miracles,Phasing
3187,Man of Miracles,Astral Projection
3188,Man of Miracles,Invulnerability
3189,Man of Miracles,Energy Constructs
3190,Man of Miracles,Precognition
3191,Man of Miracles,Enhanced Hearing
3192,Man of Miracles,Enhanced Sight
3193,Man of Miracles,Molecular Manipulation
3194,Man of Miracles,Adaptation
3195,Man of Miracles,Probability Manipulation
3196,Man of Miracles,Gravity Control
3197,Man of Miracles,Energy Manipulation
3198,Man of Miracles,Time Travel
3199,Man of Miracles,Enhanced Smell
3200,Man of Miracles,Omnipotent
3201,Man of Miracles,Omnilingualism
3202,Man of Miracles,Time Manipulation
3203,Man of Miracles,Reality Warping
3204,Man of Miracles,Omnipresent
3205,Man of Miracles,Omniscient
3206,Man-Bat,Agility
3207,Man-Bat,Flight
3208,Man-Bat,Animal Attributes
3209,Man-Bat,Super Strength
3210,Man-Bat,Super Speed
3211,Man-Bat,Animal Oriented Powers
3212,Man-Bat,Shapeshifting
3213,Man-Bat,Reflexes
3214,Man-Bat,Enhanced Hearing
3215,Man-Bat,Echolocation
3216,Man-Bat,Natural Weapons
3217,Man-Thing,Durability
3218,Man-Thing,Stealth
3219,Man-Thing,Underwater breathing
3220,Man-Thing,Super Strength
3221,Man-Thing,Immortality
3222,Man-Thing,Invulnerability
3223,Man-Thing,Empathy
3224,Man-Thing,Substance Secretion
3225,Man-Thing,Toxin and Disease Control
3226,Man-Thing,Natural Weapons
3227,Man-Thing,Toxin and Disease Resistance
3228,Man-Wolf,Agility
3229,Man-Wolf,Accelerated Healing
3230,Man-Wolf,Super Strength
3231,Man-Wolf,Stamina
3232,Man-Wolf,Super Speed
3233,Man-Wolf,Animal Oriented Powers
3234,Man-Wolf,Enhanced Senses
3235,Man-Wolf,Enhanced Hearing
3236,Man-Wolf,Vision - Thermal
3237,Mandarin,Weapons Master
3238,Mandarin,Intelligence
3239,Mandarin,Cryokinesis
3240,Mandarin,Energy Blasts
3241,Mandarin,Weapon-based Powers
3242,Mandarin,Electrokinesis
3243,Mandarin,Energy Beams
3244,Mandarin,Self-Sustenance
3245,Mandarin,Mind Control
3246,Mandarin,Molecular Manipulation
3247,Mandarin,Levitation
3248,Mantis,Accelerated Healing
3249,Mantis,Durability
3250,Mantis,Flight
3251,Mantis,Longevity
3252,Mantis,Intelligence
3253,Mantis,Telepathy
3254,Mantis,Telekinesis
3255,Mantis,Astral Projection
3256,Mantis,Fire Control
3257,Mantis,Empathy
3258,Mantis,Precognition
3259,Mantis,Regeneration
3260,Mantis,Telepathy Resistance
3261,Mantis,Plant Control
3262,Martian Manhunter,Agility
3263,Martian Manhunter,Durability
3264,Martian Manhunter,Stealth
3265,Martian Manhunter,Flight
3266,Martian Manhunter,Marksmanship
3267,Martian Manhunter,Intelligence
3268,Martian Manhunter,Super Strength
3269,Martian Manhunter,Telepathy
3270,Martian Manhunter,Size Changing
3271,Martian Manhunter,Stamina
3272,Martian Manhunter,Super Speed
3273,Martian Manhunter,Enhanced Senses
3274,Martian Manhunter,Telekinesis
3275,Martian Manhunter,Shapeshifting
3276,Martian Manhunter,Phasing
3277,Martian Manhunter,Astral Projection
3278,Martian Manhunter,Reflexes
3279,Martian Manhunter,Invulnerability
3280,Martian Manhunter,Self-Sustenance
3281,Martian Manhunter,Mind Control
3282,Martian Manhunter,Enhanced Hearing
3283,Martian Manhunter,Intangibility
3284,Martian Manhunter,Regeneration
3285,Martian Manhunter,Illusions
3286,Martian Manhunter,Vision - Telescopic
3287,Martian Manhunter,Toxin and Disease Resistance
3288,Martian Manhunter,Telepathy Resistance
3289,Martian Manhunter,Invisibility
3290,Martian Manhunter,Vision - Microscopic
3291,Martian Manhunter,Super Breath
3292,Martian Manhunter,Vision - Night
3293,Martian Manhunter,Vision - Infrared
3294,Martian Manhunter,Vision - Heat
3295,Martian Manhunter,Vision - X-Ray
3296,Martian Manhunter,Vision - Thermal
3297,Marvel Girl,Energy Absorption
3298,Marvel Girl,Flight
3299,Marvel Girl,Telepathy
3300,Marvel Girl,Energy Blasts
3301,Marvel Girl,Telekinesis
3302,Marvel Girl,Astral Projection
3303,Marvel Girl,Fire Control
3304,Marvel Girl,Force Fields
3305,Marvel Girl,Psionic Powers
3306,Marvel Girl,Energy Manipulation
3307,Marvel Girl,Time Travel
3308,Master Brood,Accelerated Healing
3309,Master Brood,Longevity
3310,Master Brood,Immortality
3311,Master Chief,Agility
3312,Master Chief,Accelerated Healing
3313,Master Chief,Durability
3314,Master Chief,Marksmanship
3315,Master Chief,Longevity
3316,Master Chief,Stamina
3317,Master Chief,Super Speed
3318,Master Chief,Weapon-based Powers
3319,Master Chief,Enhanced Senses
3320,Master Chief,Camouflage
3321,Master Chief,Force Fields
3322,Match,Accelerated Healing
3323,Match,Durability
3324,Match,Energy Absorption
3325,Match,Flight
3326,Match,Super Strength
3327,Match,Energy Blasts
3328,Match,Super Speed
3329,Match,Telekinesis
3330,Match,Jump
3331,Match,Invulnerability
3332,Match,Enhanced Hearing
3333,Match,Vision - Telescopic
3334,Match,Super Breath
3335,Match,Vision - Heat
3336,Match,Vision - X-Ray
3337,Matt Parkman,Telepathy
3338,Maverick,Electrokinesis
3339,Maxima,Durability
3340,Maxima,Flight
3341,Maxima,Super Strength
3342,Maxima,Stamina
3343,Maxima,Super Speed
3344,Maxima,Telekinesis
3345,Maxima,Force Fields
3346,Maxima,Psionic Powers
3347,Maxima,Mind Control
3348,Maxima,Mind Blast
3349,Maya Herrera,Substance Secretion
3350,Maya Herrera,Toxin and Disease Control
3351,Medusa,Durability
3352,Medusa,Super Strength
3353,Medusa,Stamina
3354,Medusa,Super Speed
3355,Medusa,Telekinesis
3356,Medusa,Reflexes
3357,Medusa,Hair Manipulation
3358,Meltdown,Agility
3359,Meltdown,Energy Absorption
3360,Meltdown,Energy Blasts
3361,Meltdown,Energy Beams
3362,Meltdown,Energy Constructs
3363,Meltdown,Psionic Powers
3364,Meltdown,Energy Manipulation
3365,Mephisto,Accelerated Healing
3366,Mephisto,Dimensional Awareness
3367,Mephisto,Durability
3368,Mephisto,Longevity
3369,Mephisto,Super Strength
3370,Mephisto,Energy Blasts
3371,Mephisto,Stamina
3372,Mephisto,Super Speed
3373,Mephisto,Magic
3374,Mephisto,Dimensional Travel
3375,Mephisto,Shapeshifting
3376,Mephisto,Immortality
3377,Mephisto,Astral Projection
3378,Mephisto,Self-Sustenance
3379,Mephisto,Molecular Manipulation
3380,Mephisto,Illusions
3381,Mephisto,Toxin and Disease Resistance
3382,Mera,Cold Resistance
3383,Mera,Durability
3384,Mera,Stealth
3385,Mera,Underwater breathing
3386,Mera,Super Strength
3387,Mera,Telepathy
3388,Mera,Super Speed
3389,Mera,Jump
3390,Mera,Dimensional Travel
3391,Mera,Reflexes
3392,Mera,Enhanced Hearing
3393,Mera,Water Control
3394,Mera,Sub-Mariner
3395,Mera,Vision - Night
3396,Metallo,Durability
3397,Metallo,Super Strength
3398,Metallo,Size Changing
3399,Metallo,Stamina
3400,Metallo,Energy Beams
3401,Metallo,Shapeshifting
3402,Metallo,Radiation Control
3403,Metallo,Technopath/Cyberpath
3404,Metallo,Regeneration
3405,Metamorpho,Shapeshifting
3406,Metamorpho,Elemental Transmogrification
3407,Metamorpho,Natural Armor
3408,Metamorpho,Natural Weapons
3409,Metron,Flight
3410,Metron,Longevity
3411,Metron,Intelligence
3412,Metron,Teleportation
3413,Metron,Time Travel
3414,Micah Sanders,Technopath/Cyberpath
3415,Michelangelo,Agility
3416,Michelangelo,Accelerated Healing
3417,Michelangelo,Stealth
3418,Michelangelo,Marksmanship
3419,Michelangelo,Weapons Master
3420,Michelangelo,Stamina
3421,Michelangelo,Jump
3422,Michelangelo,Reflexes
3423,Michelangelo,Natural Armor
3424,Michelangelo,Sub-Mariner
3425,Micro Lad,Size Changing
3426,Mimic,Durability
3427,Mimic,Flight
3428,Mimic,Super Strength
3429,Mimic,Cryokinesis
3430,Mimic,Telepathy
3431,Mimic,Energy Blasts
3432,Mimic,Telekinesis
3433,Mimic,Reflexes
3434,Mimic,Gliding
3435,Minna Murray,Durability
3436,Minna Murray,Super Strength
3437,Minna Murray,Super Speed
3438,Minna Murray,Jump
3439,Minna Murray,Immortality
3440,Misfit,Accelerated Healing
3441,Misfit,Super Strength
3442,Misfit,Teleportation
3443,Miss Martian,Accelerated Healing
3444,Miss Martian,Flight
3445,Miss Martian,Super Strength
3446,Miss Martian,Telepathy
3447,Miss Martian,Energy Blasts
3448,Miss Martian,Size Changing
3449,Miss Martian,Density Control
3450,Miss Martian,Stamina
3451,Miss Martian,Super Speed
3452,Miss Martian,Telekinesis
3453,Miss Martian,Shapeshifting
3454,Miss Martian,Invulnerability
3455,Miss Martian,Force Fields
3456,Miss Martian,Self-Sustenance
3457,Miss Martian,Invisibility
3458,Miss Martian,Vision - X-Ray
3459,Mister Fantastic,Durability
3460,Mister Fantastic,Intelligence
3461,Mister Fantastic,Size Changing
3462,Mister Fantastic,Shapeshifting
3463,Mister Fantastic,Elasticity
3464,Mister Freeze,Cold Resistance
3465,Mister Freeze,Durability
3466,Mister Freeze,Longevity
3467,Mister Freeze,Intelligence
3468,Mister Freeze,Super Strength
3469,Mister Freeze,Power Suit
3470,Mister Knife,Weapons Master
3471,Mister Knife,Intelligence
3472,Mister Mxyzptlk,Agility
3473,Mister Mxyzptlk,Accelerated Healing
3474,Mister Mxyzptlk,Dimensional Awareness
3475,Mister Mxyzptlk,Flight
3476,Mister Mxyzptlk,Longevity
3477,Mister Mxyzptlk,Intelligence
3478,Mister Mxyzptlk,Cryokinesis
3479,Mister Mxyzptlk,Energy Blasts
3480,Mister Mxyzptlk,Duplication
3481,Mister Mxyzptlk,Density Control
3482,Mister Mxyzptlk,Teleportation
3483,Mister Mxyzptlk,Telekinesis
3484,Mister Mxyzptlk,Magic
3485,Mister Mxyzptlk,Dimensional Travel
3486,Mister Mxyzptlk,Shapeshifting
3487,Mister Mxyzptlk,Immortality
3488,Mister Mxyzptlk,Phasing
3489,Mister Mxyzptlk,Astral Projection
3490,Mister Mxyzptlk,Fire Control
3491,Mister Mxyzptlk,Invulnerability
3492,Mister Mxyzptlk,Energy Constructs
3493,Mister Mxyzptlk,Force Fields
3494,Mister Mxyzptlk,Elasticity
3495,Mister Mxyzptlk,Animation
3496,Mister Mxyzptlk,Molecular Manipulation
3497,Mister Mxyzptlk,Gravity Control
3498,Mister Mxyzptlk,Levitation
3499,Mister Mxyzptlk,Time Travel
3500,Mister Mxyzptlk,Time Manipulation
3501,Mister Mxyzptlk,Weather Control
3502,Mister Mxyzptlk,Reality Warping
3503,Mister Sinister,Accelerated Healing
3504,Mister Sinister,Durability
3505,Mister Sinister,Flight
3506,Mister Sinister,Animal Attributes
3507,Mister Sinister,Longevity
3508,Mister Sinister,Intelligence
3509,Mister Sinister,Super Strength
3510,Mister Sinister,Telepathy
3511,Mister Sinister,Energy Blasts
3512,Mister Sinister,Duplication
3513,Mister Sinister,Size Changing
3514,Mister Sinister,Stamina
3515,Mister Sinister,Super Speed
3516,Mister Sinister,Animal Oriented Powers
3517,Mister Sinister,Teleportation
3518,Mister Sinister,Telekinesis
3519,Mister Sinister,Shapeshifting
3520,Mister Sinister,Reflexes
3521,Mister Sinister,Force Fields
3522,Mister Sinister,Self-Sustenance
3523,Mister Sinister,Power Nullifier
3524,Mister Sinister,Mind Control
3525,Mister Sinister,Molecular Manipulation
3526,Mister Sinister,Mind Blast
3527,Mockingbird,Agility
3528,Mockingbird,Accelerated Healing
3529,Mockingbird,Durability
3530,Mockingbird,Stealth
3531,Mockingbird,Weapons Master
3532,Mockingbird,Longevity
3533,Mockingbird,Super Strength
3534,Mohinder Suresh,Super Strength
